id_vente;date;id_magasin;id_produit;quantite;Gross_Sales;COGS;marge;temps_livraison_jours;statut_livraison
SAL000319;2024-10-09;STR008;PROD001;5;27.5;16.0;11.5;1;À l'heure
SAL000320;2024-09-25;STR002;PROD004;4;15.2;8.0;7.2;2;À l'heure
SAL000321;2025-04-28;STR006;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL000322;2025-10-28;STR007;PROD002;9;19.8;9.9;9.9;1;À l'heure
SAL000323;2025-08-20;STR002;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL000324;2026-03-09;STR010;PROD011;1;12.5;4.0;8.5;4;En retard
SAL000325;2026-03-08;STR002;PROD001;7;38.5;22.4;16.1;1;À l'heure
SAL000326;2025-01-24;STR010;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000327;2025-02-19;STR001;PROD013;3;149.7;66.0;83.7;2;À l'heure
SAL000328;2025-03-01;STR008;PROD004;15;57.0;30.0;27.0;1;À l'heure
SAL000329;2026-09-23;STR001;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL000330;2026-05-16;STR009;PROD010;4;159.6;60.0;99.6;2;À l'heure
SAL000331;2024-03-26;STR006;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL000332;2025-02-26;STR007;PROD001;7;38.5;22.4;16.1;1;À l'heure
SAL000333;2024-04-27;STR010;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL000334;2026-08-16;STR007;PROD013;3;149.7;66.0;83.7;2;À l'heure
SAL000335;2026-05-31;STR010;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL000336;2026-09-18;STR003;PROD002;13;28.6;14.3;14.3;2;À l'heure
SAL000337;2025-02-18;STR002;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000338;2025-08-21;STR009;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL000339;2024-02-09;STR008;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL000340;2025-12-03;STR010;PROD004;10;38.0;20.0;18.0;5;En retard
SAL000341;2025-06-20;STR007;PROD004;2;7.6;4.0;3.6;1;À l'heure
SAL000342;2025-02-23;STR009;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL000343;2025-10-25;STR004;PROD004;3;11.4;6.0;5.4;3;À l'heure
SAL000344;2024-04-04;STR004;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL000345;2026-08-30;STR001;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL000346;2025-10-11;STR008;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000347;2024-10-14;STR003;PROD005;1;59.9;25.0;34.9;4;En retard
SAL000348;2025-02-15;STR007;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL000349;2025-02-03;STR002;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL000350;2025-06-11;STR002;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL000351;2026-11-07;STR007;PROD007;1;79.9;35.0;44.9;6;En retard
SAL000352;2024-05-15;STR006;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000353;2026-01-28;STR003;PROD004;6;22.8;12.0;10.8;1;À l'heure
SAL000354;2026-04-22;STR009;PROD001;3;16.5;9.6;6.9;4;En retard
SAL000355;2025-12-10;STR010;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL000356;2026-10-21;STR006;PROD004;10;38.0;20.0;18.0;1;À l'heure
SAL000357;2025-01-15;STR010;PROD001;1;5.5;3.2;2.3;2;À l'heure
SAL000358;2025-05-23;STR010;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL000359;2026-03-16;STR006;PROD008;2;30.0;12.0;18.0;4;En retard
SAL000360;2025-04-20;STR001;PROD004;10;38.0;20.0;18.0;4;En retard
SAL000361;2026-08-11;STR004;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL000362;2026-04-28;STR010;PROD012;1;29.9;12.0;17.9;3;À l'heure
SAL000363;2026-06-15;STR006;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL000364;2024-02-01;STR006;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL000365;2024-04-27;STR005;PROD003;8;27.2;14.4;12.8;1;À l'heure
SAL000366;2024-07-09;STR001;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL000367;2024-03-14;STR008;PROD003;2;6.8;3.6;3.2;1;À l'heure
SAL000368;2025-09-14;STR005;PROD001;2;11.0;6.4;4.6;3;À l'heure
SAL000369;2026-05-20;STR005;PROD002;2;4.4;2.2;2.2;3;À l'heure
SAL000370;2025-08-08;STR007;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL000371;2025-02-23;STR004;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL000372;2025-04-17;STR006;PROD010;1;39.9;15.0;24.9;1;À l'heure
SAL000373;2024-04-23;STR004;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL000374;2024-11-25;STR003;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000375;2024-12-04;STR007;PROD001;7;38.5;22.4;16.1;1;À l'heure
SAL000376;2024-08-25;STR008;PROD011;4;50.0;16.0;34.0;1;À l'heure
SAL000377;2024-03-19;STR004;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL000378;2025-04-08;STR002;PROD001;4;22.0;12.8;9.2;3;À l'heure
SAL000379;2025-08-27;STR010;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL000380;2025-07-15;STR003;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL000381;2024-10-11;STR001;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL000382;2024-08-10;STR008;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL000383;2025-08-15;STR003;PROD009;1;45.0;18.0;27.0;3;À l'heure
SAL000384;2025-01-07;STR010;PROD008;1;15.0;6.0;9.0;2;À l'heure
SAL000385;2026-06-29;STR007;PROD003;1;3.4;1.8;1.6;4;En retard
SAL000386;2026-04-07;STR010;PROD003;10;34.0;18.0;16.0;1;À l'heure
SAL000387;2024-08-23;STR005;PROD001;10;55.0;32.0;23.0;5;En retard
SAL000388;2025-11-01;STR010;PROD003;4;13.6;7.2;6.4;1;À l'heure
SAL000389;2026-04-07;STR005;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL000390;2026-02-01;STR007;PROD012;3;89.7;36.0;53.7;2;À l'heure
SAL000391;2025-01-14;STR009;PROD012;1;29.9;12.0;17.9;2;À l'heure
SAL000392;2026-03-04;STR005;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL000393;2025-09-05;STR001;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL000394;2025-07-16;STR010;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL000395;2025-02-23;STR010;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL000396;2024-02-21;STR001;PROD001;12;66.0;38.4;27.6;2;À l'heure
SAL000397;2026-03-29;STR002;PROD005;1;59.9;25.0;34.9;3;À l'heure
SAL000398;2024-07-23;STR006;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL000399;2026-09-27;STR009;PROD007;1;79.9;35.0;44.9;4;En retard
SAL000400;2025-12-31;STR008;PROD004;15;57.0;30.0;27.0;1;À l'heure
SAL000401;2024-09-13;STR005;PROD011;1;12.5;4.0;8.5;4;En retard
SAL000402;2024-07-03;STR001;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL000403;2024-05-24;STR007;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL000404;2026-11-03;STR005;PROD002;6;13.2;6.6;6.6;3;À l'heure
SAL000405;2024-09-02;STR006;PROD010;1;39.9;15.0;24.9;1;À l'heure
SAL000406;2024-07-05;STR007;PROD010;3;119.7;45.0;74.7;4;En retard
SAL000407;2026-05-15;STR003;PROD011;1;12.5;4.0;8.5;2;À l'heure
SAL000408;2024-02-09;STR010;PROD012;2;59.8;24.0;35.8;2;À l'heure
SAL000409;2025-08-23;STR003;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL000410;2026-08-19;STR005;PROD004;8;30.4;16.0;14.4;1;À l'heure
SAL000411;2026-09-12;STR006;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL000412;2024-01-09;STR009;PROD012;3;89.7;36.0;53.7;2;À l'heure
SAL000413;2024-12-15;STR005;PROD011;4;50.0;16.0;34.0;3;À l'heure
SAL000414;2024-03-24;STR001;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL000415;2025-06-16;STR004;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000416;2026-09-15;STR005;PROD011;2;25.0;8.0;17.0;1;À l'heure
SAL000417;2024-12-23;STR010;PROD010;4;159.6;60.0;99.6;2;À l'heure
SAL000418;2025-01-12;STR010;PROD009;2;90.0;36.0;54.0;1;À l'heure
SAL000419;2024-06-20;STR005;PROD013;3;149.7;66.0;83.7;2;À l'heure
SAL000420;2026-11-14;STR007;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL000421;2025-01-27;STR004;PROD006;1;19.9;8.5;11.4;5;En retard
SAL000422;2025-12-02;STR001;PROD001;9;49.5;28.8;20.7;1;À l'heure
SAL000423;2025-07-02;STR005;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000424;2026-02-22;STR007;PROD002;9;19.8;9.9;9.9;5;En retard
SAL000425;2024-11-27;STR010;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL000426;2026-03-04;STR010;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL000427;2025-10-10;STR006;PROD008;1;15.0;6.0;9.0;2;À l'heure
SAL000428;2026-09-09;STR005;PROD009;3;135.0;54.0;81.0;5;En retard
SAL000429;2026-11-18;STR004;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL000430;2025-06-26;STR002;PROD010;1;39.9;15.0;24.9;2;À l'heure
SAL000431;2026-11-08;STR004;PROD008;3;45.0;18.0;27.0;3;À l'heure
SAL000432;2025-05-05;STR010;PROD003;6;20.4;10.8;9.6;2;À l'heure
SAL000433;2024-10-09;STR010;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL000434;2026-05-11;STR003;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000435;2024-04-22;STR010;PROD013;2;99.8;44.0;55.8;4;En retard
SAL000436;2026-05-11;STR001;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000437;2025-09-01;STR008;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000438;2025-05-22;STR005;PROD003;7;23.8;12.6;11.2;5;En retard
SAL000439;2025-04-10;STR004;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL000440;2026-04-03;STR008;PROD001;15;82.5;48.0;34.5;4;En retard
SAL000441;2025-08-31;STR007;PROD012;1;29.9;12.0;17.9;2;À l'heure
SAL000442;2024-10-16;STR002;PROD004;6;22.8;12.0;10.8;2;À l'heure
SAL000443;2026-05-17;STR001;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL000444;2026-02-20;STR004;PROD012;1;29.9;12.0;17.9;5;En retard
SAL000445;2024-06-10;STR008;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000446;2025-09-15;STR002;PROD011;2;25.0;8.0;17.0;2;À l'heure
SAL000447;2025-12-17;STR003;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL000448;2025-07-20;STR001;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL000449;2026-09-20;STR001;PROD002;6;13.2;6.6;6.6;4;En retard
SAL000450;2025-08-18;STR003;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL000451;2026-08-16;STR005;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000452;2026-10-09;STR003;PROD011;1;12.5;4.0;8.5;2;À l'heure
SAL000453;2025-04-19;STR001;PROD004;4;15.2;8.0;7.2;3;À l'heure
SAL000454;2025-09-09;STR001;PROD004;15;57.0;30.0;27.0;4;En retard
SAL000455;2025-10-02;STR008;PROD001;9;49.5;28.8;20.7;1;À l'heure
SAL000456;2024-09-18;STR010;PROD013;3;149.7;66.0;83.7;3;À l'heure
SAL000457;2024-06-10;STR002;PROD002;12;26.4;13.2;13.2;1;À l'heure
SAL000458;2024-06-29;STR003;PROD009;4;180.0;72.0;108.0;2;À l'heure
SAL000459;2025-12-25;STR002;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL000460;2025-04-13;STR003;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL000461;2024-01-21;STR007;PROD008;3;45.0;18.0;27.0;2;À l'heure
SAL000462;2024-09-16;STR001;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL000463;2025-04-10;STR010;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000464;2025-06-20;STR008;PROD013;2;99.8;44.0;55.8;2;À l'heure
SAL000465;2026-08-09;STR010;PROD009;4;180.0;72.0;108.0;2;À l'heure
SAL000466;2026-02-04;STR010;PROD010;4;159.6;60.0;99.6;3;À l'heure
SAL000467;2026-08-16;STR010;PROD012;4;119.6;48.0;71.6;2;À l'heure
SAL000468;2026-07-22;STR002;PROD002;9;19.8;9.9;9.9;1;À l'heure
SAL000469;2026-04-30;STR003;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000470;2025-06-16;STR009;PROD003;10;34.0;18.0;16.0;1;À l'heure
SAL000471;2024-01-15;STR007;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL000472;2024-02-19;STR004;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL000473;2026-09-25;STR010;PROD003;2;6.8;3.6;3.2;1;À l'heure
SAL000474;2024-10-30;STR005;PROD008;2;30.0;12.0;18.0;2;À l'heure
SAL000475;2025-02-19;STR002;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL000476;2024-10-31;STR008;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL000477;2024-07-14;STR004;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL000478;2026-03-23;STR009;PROD012;1;29.9;12.0;17.9;4;En retard
SAL000479;2026-03-10;STR005;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL000480;2025-01-22;STR009;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000481;2026-01-26;STR004;PROD009;1;45.0;18.0;27.0;3;À l'heure
SAL000482;2025-03-30;STR010;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL000483;2025-12-13;STR005;PROD002;6;13.2;6.6;6.6;1;À l'heure
SAL000484;2025-12-05;STR009;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL000485;2026-04-27;STR008;PROD002;3;6.6;3.3;3.3;2;À l'heure
SAL000486;2024-06-23;STR003;PROD002;7;15.4;7.7;7.7;3;À l'heure
SAL000487;2026-12-25;STR001;PROD004;3;11.4;6.0;5.4;3;À l'heure
SAL000488;2024-10-05;STR003;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL000489;2026-01-27;STR004;PROD008;1;15.0;6.0;9.0;3;À l'heure
SAL000490;2024-12-28;STR002;PROD002;4;8.8;4.4;4.4;2;À l'heure
SAL000491;2024-06-19;STR001;PROD008;3;45.0;18.0;27.0;4;En retard
SAL000492;2026-12-10;STR007;PROD004;13;49.4;26.0;23.4;1;À l'heure
SAL000493;2025-10-26;STR008;PROD002;3;6.6;3.3;3.3;1;À l'heure
SAL000494;2025-08-14;STR007;PROD011;1;12.5;4.0;8.5;3;À l'heure
SAL000495;2026-07-19;STR005;PROD010;1;39.9;15.0;24.9;1;À l'heure
SAL000496;2024-09-30;STR001;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000497;2025-05-22;STR007;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL000498;2024-12-28;STR007;PROD010;1;39.9;15.0;24.9;5;En retard
SAL000499;2026-04-27;STR009;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL000500;2025-10-16;STR003;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL000501;2024-10-24;STR009;PROD001;4;22.0;12.8;9.2;1;À l'heure
SAL000502;2025-05-08;STR001;PROD002;6;13.2;6.6;6.6;2;À l'heure
SAL000503;2025-06-29;STR001;PROD008;1;15.0;6.0;9.0;2;À l'heure
SAL000504;2024-10-30;STR004;PROD001;7;38.5;22.4;16.1;2;À l'heure
SAL000505;2026-06-22;STR009;PROD003;4;13.6;7.2;6.4;1;À l'heure
SAL000506;2024-08-26;STR006;PROD002;5;11.0;5.5;5.5;3;À l'heure
SAL000507;2025-10-11;STR003;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL000508;2026-06-02;STR001;PROD004;13;49.4;26.0;23.4;1;À l'heure
SAL000509;2025-02-13;STR004;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL000510;2025-12-26;STR009;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL000511;2026-11-12;STR003;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL000512;2024-11-13;STR009;PROD008;3;45.0;18.0;27.0;2;À l'heure
SAL000513;2025-06-08;STR007;PROD004;5;19.0;10.0;9.0;7;En retard
SAL000514;2026-06-23;STR004;PROD012;1;29.9;12.0;17.9;5;En retard
SAL000515;2026-10-20;STR003;PROD006;1;19.9;8.5;11.4;4;En retard
SAL000516;2025-09-11;STR010;PROD004;6;22.8;12.0;10.8;1;À l'heure
SAL000517;2026-08-10;STR005;PROD002;7;15.4;7.7;7.7;1;À l'heure
SAL000518;2026-03-11;STR005;PROD001;6;33.0;19.2;13.8;2;À l'heure
SAL000519;2026-07-04;STR003;PROD001;9;49.5;28.8;20.7;2;À l'heure
SAL000520;2024-11-15;STR009;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL000521;2026-05-25;STR004;PROD004;6;22.8;12.0;10.8;2;À l'heure
SAL000522;2024-11-24;STR005;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL000523;2026-01-22;STR004;PROD011;4;50.0;16.0;34.0;1;À l'heure
SAL000524;2025-10-18;STR005;PROD008;2;30.0;12.0;18.0;2;À l'heure
SAL000525;2026-11-03;STR007;PROD012;3;89.7;36.0;53.7;4;En retard
SAL000526;2024-03-11;STR009;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000527;2026-04-06;STR007;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL000528;2026-05-14;STR005;PROD008;3;45.0;18.0;27.0;6;En retard
SAL000529;2026-07-16;STR010;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL000530;2024-04-15;STR010;PROD008;2;30.0;12.0;18.0;1;À l'heure
SAL000531;2026-02-08;STR007;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000532;2026-06-11;STR010;PROD010;3;119.7;45.0;74.7;4;En retard
SAL000533;2024-07-14;STR005;PROD002;9;19.8;9.9;9.9;4;En retard
SAL000534;2024-05-24;STR003;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000535;2025-04-15;STR007;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL000536;2024-08-03;STR002;PROD001;10;55.0;32.0;23.0;1;À l'heure
SAL000537;2024-09-16;STR009;PROD011;1;12.5;4.0;8.5;3;À l'heure
SAL000538;2026-07-22;STR010;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL000539;2025-07-28;STR010;PROD003;6;20.4;10.8;9.6;1;À l'heure
SAL000540;2024-10-11;STR001;PROD011;4;50.0;16.0;34.0;4;En retard
SAL000541;2025-04-28;STR006;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL000542;2025-01-06;STR007;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL000543;2024-03-10;STR008;PROD001;6;33.0;19.2;13.8;3;À l'heure
SAL000544;2025-01-13;STR010;PROD010;4;159.6;60.0;99.6;3;À l'heure
SAL000545;2024-10-28;STR009;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL000546;2024-09-11;STR002;PROD007;1;79.9;35.0;44.9;4;En retard
SAL000547;2026-08-01;STR010;PROD010;3;119.7;45.0;74.7;4;En retard
SAL000548;2025-11-22;STR002;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL000549;2026-04-13;STR005;PROD013;2;99.8;44.0;55.8;4;En retard
SAL000550;2025-12-17;STR005;PROD011;4;50.0;16.0;34.0;6;En retard
SAL000551;2025-02-27;STR006;PROD003;10;34.0;18.0;16.0;1;À l'heure
SAL000552;2024-07-31;STR003;PROD004;3;11.4;6.0;5.4;2;À l'heure
SAL000553;2024-04-09;STR008;PROD010;4;159.6;60.0;99.6;2;À l'heure
SAL000554;2024-11-03;STR001;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL000555;2025-11-08;STR006;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL000556;2025-04-19;STR004;PROD012;3;89.7;36.0;53.7;1;À l'heure
SAL000557;2024-04-21;STR001;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL000558;2024-07-01;STR007;PROD010;1;39.9;15.0;24.9;1;À l'heure
SAL000559;2025-08-19;STR009;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL000560;2024-06-13;STR004;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL000561;2026-03-25;STR004;PROD001;6;33.0;19.2;13.8;4;En retard
SAL000562;2024-03-30;STR006;PROD008;2;30.0;12.0;18.0;2;À l'heure
SAL000563;2025-03-30;STR003;PROD013;4;199.6;88.0;111.6;2;À l'heure
SAL000564;2024-08-25;STR006;PROD010;1;39.9;15.0;24.9;1;À l'heure
SAL000565;2025-06-17;STR007;PROD010;2;79.8;30.0;49.8;2;À l'heure
SAL000566;2025-12-27;STR010;PROD002;7;15.4;7.7;7.7;5;En retard
SAL000567;2024-02-27;STR010;PROD001;8;44.0;25.6;18.4;1;À l'heure
SAL000568;2025-06-25;STR003;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL000569;2026-10-18;STR007;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL000570;2025-09-09;STR003;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL000571;2025-02-05;STR002;PROD004;1;3.8;2.0;1.8;2;À l'heure
SAL000572;2026-10-02;STR010;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL000573;2026-04-21;STR004;PROD009;4;180.0;72.0;108.0;3;À l'heure
SAL000574;2026-04-18;STR008;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL000575;2025-06-02;STR009;PROD002;7;15.4;7.7;7.7;3;À l'heure
SAL000576;2024-07-15;STR007;PROD001;2;11.0;6.4;4.6;5;En retard
SAL000577;2024-02-15;STR001;PROD001;10;55.0;32.0;23.0;1;À l'heure
SAL000578;2025-06-13;STR003;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL000579;2026-09-26;STR009;PROD004;13;49.4;26.0;23.4;1;À l'heure
SAL000580;2026-02-14;STR001;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL000581;2024-03-14;STR009;PROD003;3;10.2;5.4;4.8;1;À l'heure
SAL000582;2024-11-30;STR008;PROD004;9;34.2;18.0;16.2;1;À l'heure
SAL000583;2025-09-24;STR001;PROD012;1;29.9;12.0;17.9;5;En retard
SAL000584;2025-11-18;STR006;PROD008;2;30.0;12.0;18.0;2;À l'heure
SAL000585;2025-07-28;STR005;PROD013;1;49.9;22.0;27.9;8;En retard
SAL000586;2024-10-22;STR006;PROD004;4;15.2;8.0;7.2;2;À l'heure
SAL000587;2026-11-04;STR010;PROD009;4;180.0;72.0;108.0;3;À l'heure
SAL000588;2025-04-22;STR005;PROD009;2;90.0;36.0;54.0;8;En retard
SAL000589;2025-09-24;STR006;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000590;2024-11-14;STR005;PROD002;5;11.0;5.5;5.5;2;À l'heure
SAL000591;2025-04-23;STR005;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL000592;2025-01-02;STR004;PROD010;3;119.7;45.0;74.7;3;À l'heure
SAL000593;2025-01-01;STR003;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL000594;2025-01-12;STR003;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000595;2025-04-07;STR004;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL000596;2024-01-13;STR009;PROD006;1;19.9;8.5;11.4;4;En retard
SAL000597;2025-06-19;STR002;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL000598;2024-09-26;STR009;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL000599;2026-12-29;STR001;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL000600;2025-01-10;STR001;PROD001;6;33.0;19.2;13.8;5;En retard
SAL000601;2024-09-13;STR005;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL000602;2024-08-04;STR006;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL000603;2025-03-25;STR006;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL000604;2026-06-12;STR003;PROD003;13;44.2;23.4;20.8;1;À l'heure
SAL000605;2024-02-01;STR007;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL000606;2025-09-01;STR009;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL000607;2026-07-05;STR010;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL000608;2025-06-25;STR008;PROD001;9;49.5;28.8;20.7;1;À l'heure
SAL000609;2024-05-27;STR006;PROD010;1;39.9;15.0;24.9;2;À l'heure
SAL000610;2025-10-17;STR008;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL000611;2024-03-07;STR005;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL000612;2025-07-23;STR008;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL000613;2026-01-17;STR010;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL000614;2025-03-18;STR004;PROD001;15;82.5;48.0;34.5;1;À l'heure
SAL000615;2026-06-15;STR010;PROD002;10;22.0;11.0;11.0;1;À l'heure
SAL000616;2025-02-02;STR008;PROD004;9;34.2;18.0;16.2;3;À l'heure
SAL000617;2025-04-26;STR010;PROD012;1;29.9;12.0;17.9;4;En retard
SAL000618;2026-08-05;STR002;PROD002;9;19.8;9.9;9.9;1;À l'heure
SAL000619;2024-07-04;STR005;PROD011;1;12.5;4.0;8.5;3;À l'heure
SAL000620;2024-06-17;STR009;PROD009;1;45.0;18.0;27.0;4;En retard
SAL000621;2025-05-21;STR004;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL000622;2025-06-04;STR006;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL000623;2024-06-09;STR001;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL000624;2024-12-05;STR009;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL000625;2025-12-04;STR001;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL000626;2026-04-02;STR005;PROD004;1;3.8;2.0;1.8;6;En retard
SAL000627;2026-02-23;STR004;PROD013;4;199.6;88.0;111.6;2;À l'heure
SAL000628;2024-05-10;STR003;PROD009;4;180.0;72.0;108.0;2;À l'heure
SAL000629;2025-05-30;STR006;PROD013;1;49.9;22.0;27.9;5;En retard
SAL000630;2025-06-19;STR002;PROD002;15;33.0;16.5;16.5;3;À l'heure
SAL000631;2026-01-10;STR003;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL000632;2026-02-19;STR005;PROD011;1;12.5;4.0;8.5;5;En retard
SAL000633;2025-08-10;STR009;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL000634;2025-12-26;STR002;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL000635;2026-07-31;STR010;PROD001;13;71.5;41.6;29.9;2;À l'heure
SAL000636;2026-09-23;STR008;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL000637;2025-01-10;STR002;PROD003;3;10.2;5.4;4.8;1;À l'heure
